300	150	0,00000000000000000000	28,11111068725586000000	76,70370483398438000000
300	100	0,00000000000000000000	28,08408355712890600000	76,40641021728516000000
50	216	0,00000000000000000000	28,18318367004394500000	77,08107757568360000000
50	300	0,00000000000000000000	27,96596527099609400000	76,04404449462890000000
50	50	0,00000000000000000000	27,67867851257324200000	75,24424743652344000000
50	150	0,00000000000000000000	27,57457542419433600000	75,06206512451172000000
50	300	0,00000000000000000000	27,94694709777832000000	76,58758544921875000000
50	450	0,00000000000000000000	27,98498535156250000000	76,79579925537110000000
50	550	0,00000000000000000000	27,52952957153320300000	75,03503417968750000000
300	150	0,99742817878723140000	41,57093811035156000000	631,30175781250000000000
300	100	0,99628520011901860000	41,78239822387695000000	639,66522216796880000000
50	216	0,99114161729812620000	28,87198257446289000000	445,83239746093750000000
50	300	0,99171310663223270000	32,79982757568359400000	503,94815063476560000000
50	50	0,98371195793151860000	25,87383842468261700000	396,48321533203125000000
50	150	0,98914128541946410000	28,14659309387207000000	429,60165405273440000000
50	300	0,99428486824035640000	32,79811477661133000000	505,15200805664060000000
50	450	0,98885554075241090000	29,51650238037109400000	451,27719116210940000000
50	550	0,98771250247955320000	26,51078796386718800000	405,97100830078125000000
